category	subject_prefix	predicate	object_prefix	count_star()
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-193	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1930	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19300	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19301	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19302	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19303	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19304	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19305	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19306	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19307	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19308	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19309	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1931	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19310	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19311	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19312	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19313	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19314	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19315	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19316	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19317	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19318	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19319	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1932	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19322	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19323	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19324	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19325	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19326	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19327	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19328	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19329	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1933	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19330	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19331	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19332	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19333	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19334	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19336	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19338	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19339	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1934	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19341	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19342	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19343	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19346	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19348	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1935	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19351	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19352	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19353	biolink:has_phenotype	ZP	31
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19354	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19356	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19358	biolink:has_phenotype	ZP	60
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19359	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1936	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19361	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19362	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19364	biolink:has_phenotype	ZP	14
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19365	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19366	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19367	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19368	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19369	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1937	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19370	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19371	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19372	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19373	biolink:has_phenotype	ZP	12
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19374	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19375	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19376	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1938	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19386	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1939	biolink:has_phenotype	ZP	14
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19390	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19392	biolink:has_phenotype	ZP	9
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19393	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19394	biolink:has_phenotype	ZP	12
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19396	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19397	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19398	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-194	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19401	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19402	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19403	biolink:has_phenotype	ZP	20
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19404	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19406	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19408	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19409	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1941	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19410	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19413	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19415	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19416	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1942	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19420	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19422	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19423	biolink:has_phenotype	ZP	14
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19425	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19427	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1943	biolink:has_phenotype	ZP	7
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19431	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19432	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19434	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19435	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19438	biolink:has_phenotype	ZP	9
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19439	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1944	biolink:has_phenotype	ZP	14
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19440	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19441	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19443	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19446	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19447	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19448	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19449	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1945	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19452	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19457	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19458	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1946	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19461	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19465	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19467	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19469	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1947	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19470	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19472	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19474	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19475	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19476	biolink:has_phenotype	ZP	17
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19477	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19478	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19479	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1948	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19480	biolink:has_phenotype	ZP	9
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19481	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19483	biolink:has_phenotype	ZP	19
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19485	biolink:has_phenotype	ZP	9
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19487	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1949	biolink:has_phenotype	ZP	14
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19490	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19491	biolink:has_phenotype	ZP	7
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19492	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19493	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19494	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19495	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19496	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19497	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-195	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1950	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19501	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19502	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19505	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19506	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19509	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1951	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19510	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19511	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19512	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19513	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19515	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19517	biolink:has_phenotype	ZP	7
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19518	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19519	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1952	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19520	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19522	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19526	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19539	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1954	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19540	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19544	biolink:has_phenotype	ZP	20
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1955	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19550	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19552	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19556	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19557	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19558	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1956	biolink:has_phenotype	ZP	10
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19560	biolink:has_phenotype	ZP	18
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19561	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19562	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19563	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19564	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19565	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19566	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19568	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19570	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19571	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19572	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19576	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19579	biolink:has_phenotype	ZP	9
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1958	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19580	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19582	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19586	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19589	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1959	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19591	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19595	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19599	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-196	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1960	biolink:has_phenotype	ZP	7
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19600	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19601	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19602	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19610	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19611	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19612	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19614	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19617	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19618	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1962	biolink:has_phenotype	ZP	12
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19620	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19621	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19624	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19625	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19627	biolink:has_phenotype	ZP	16
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19628	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1963	biolink:has_phenotype	ZP	31
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19630	biolink:has_phenotype	ZP	11
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19634	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19636	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19637	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19639	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1964	biolink:has_phenotype	ZP	1
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19641	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19644	biolink:has_phenotype	ZP	18
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19645	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19646	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19647	biolink:has_phenotype	ZP	4
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19648	biolink:has_phenotype	ZP	21
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19649	biolink:has_phenotype	ZP	21
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-1965	biolink:has_phenotype	ZP	5
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19650	biolink:has_phenotype	ZP	6
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19651	biolink:has_phenotype	ZP	13
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19652	biolink:has_phenotype	ZP	13
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19653	biolink:has_phenotype	ZP	12
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19654	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19656	biolink:has_phenotype	ZP	3
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19657	biolink:has_phenotype	ZP	8
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19658	biolink:has_phenotype	ZP	2
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19659	biolink:has_phenotype	ZP	15
biolink:GenotypeToPhenotypicFeatureAssociation	ZDB-FISH-150901-19660	biolink:has_phenotype	ZP	2
